geneid	chr	left	right
PYGB	chr20	25176706	25226648
PYGL	chr14	50441687	50480984
PYGM	chr11	64270606	64284763
PYGO1	chr15	53624184	53668342
PYGO2	chr1	153196127	153200882
PYHIN1	chr1	157167966	157213468
PYROXD1	chr12	21481878	21514549
PYY	chr17	39385637	39437363
PYY2	chr17	23578461	23578647
PYY3	chrX	49807454	49807987
PZP	chr12	9192704	9252233
QARS	chr3	49108374	49117194
QDPR	chr4	17097121	17122811
QKI	chr6	163755665	163914886
QPCT	chr2	37425257	37453968
QPCTL	chr19	50887772	50898426
QPRT	chr16	29597938	29616806
QRFP	chr9	132758636	132759046
QRICH1	chr3	49042148	49106508
QRICH2	chr17	71773595	71815356
QRSL1	chr6	107184146	107222103
QSER1	chr11	32871368	32958392
QSOX1	chr1	178390591	178447290
QSOX2	chr9	138238006	138277508
QTRT1	chr19	10673131	10685040
QTRTD1	chr3	115258301	115289954
R3HCC1	chr8	23201577	23209736
R3HDM1	chr2	136005541	136199306
R3HDM2	chr12	55933815	56111055
R3HDML	chr20	42399040	42413289
RAB10	chr2	26110478	26213782
RAB11A	chr15	63948850	63968846
RAB11B	chr19	8361301	8375318
RAB11FIP1	chr8	37835628	37876161
RAB11FIP2	chr10	119754419	119796104
RAB11FIP3	chr16	415669	512479
RAB11FIP4	chr17	26742768	26889356
RAB11FIP5	chr2	73154019	73193654
RAB12	chr18	8599443	8629380
RAB13	chr1	152220756	152225430
RAB14	chr9	122980237	123003913
RAB15	chr14	64482288	64508551
RAB17	chr2	238147704	238353276
RAB18	chr10	27833255	27869103
RAB19	chr7	139753916	139772419
RAB1A	chr2	65167493	65210744
RAB1B	chr11	65777735	65801539
RAB2	chr8	61592113	61696183
RAB20	chr13	109973420	110012081
RAB21	chr12	70434925	70467417
RAB22A	chr20	56318177	56375966
RAB23	chr6	57161566	57195037
RAB24	chr5	176660805	176663350
RAB25	chr1	154297590	154306917
RAB26	chr16	2138646	2144141
RAB27A	chr15	53283094	53369293
RAB27B	chr18	50646706	50708124
RAB28	chr4	12978447	13095060
RAB2B	chr14	20997019	21014972
RAB30	chr11	82370127	82460532
RAB31	chr18	9764874	9852547
RAB32	chr6	146906521	146917781
RAB33A	chrX	129133454	129146524
RAB33B	chr4	140594411	140616511
RAB34	chr17	24065429	24069328
RAB35	chr12	119017289	119038982
RAB36	chr22	21817513	21836531
RAB37	chr17	70178312	70255069
RAB38	chr11	87486064	87548249
RAB39	chr11	107304487	107339416
RAB39B	chrX	154140721	154147046
RAB3A	chr19	18168611	18175839
RAB3B	chr1	52157425	52228936
RAB3C	chr5	57914696	58183162
RAB3D	chr19	11296094	11311321
RAB3GAP1	chr2	135526323	135644014
RAB3GAP2	chr1	218388258	218512419
RAB3IL1	chr11	61421350	61444240
RAB3IP	chr12	68418898	68503251
RAB40A	chrX	102641338	102661073
RAB40AL	chrX	102078856	102079884
RAB40B	chr17	78208238	78249802
RAB40C	chr16	580177	619272
RAB41	chrX	69418793	69421577
RAB42	chr1	28791299	28793673
RAB43	chr3	130289102	130323683
RAB44	chr6	36798350	36804556
RAB4A	chr1	227473504	227508261
RAB4B	chr19	45976011	45994687
RAB5A	chr3	19963749	20001647
RAB5B	chr12	54654125	54674736
RAB5C	chr17	37530524	37560548
RAB6A	chr11	73064342	73149849
RAB6B	chr3	135025769	135097381
RAB6C	chr2	130453707	130456781
RAB7A	chr3	129927669	130016329
RAB7L1	chr1	204004301	204010747
RAB8A	chr19	16083490	16105443
RAB8B	chr15	61268781	61347028
RAB9A	chrX	13617262	13637681
RAB9B	chrX	102963914	102973838
RABAC1	chr19	47152681	47155320
RABEP1	chr17	5126331	5227242
RABEP2	chr16	28823243	28844033
RABEPK	chr9	127002662	127036106
RABGAP1	chr9	124743109	124906966
RABGAP1L	chr1	172395278	173193942
RABGEF1	chr7	65843078	65913881
RABGGTA	chr14	23804661	23810643
RABGGTB	chr1	76024474	76033688
RABIF	chr1	201114711	201124886
RABL2A	chr2	114101286	114117439
RABL2B	chr22	49552786	49568953
RABL3	chr3	121888218	121944074
RABL4	chr22	35484201	35502115
RABL5	chr7	100743369	100751750
RAC1	chr7	6380651	6410123
RAC2	chr22	35951258	35970251
RAC3	chr17	77582821	77585366
RACGAP1	chr12	48669214	48705493
RAD1	chr5	34938268	34951403
RAD17	chr5	68700880	68746382
RAD18	chr3	8896561	8980146
RAD21	chr8	117927355	117956182
RAD23A	chr19	12917654	12925448
RAD23B	chr9	109085365	109134291
RAD50	chr5	131920529	132007480
RAD51	chr15	38774651	38811648
RAD51AP1	chr12	4518317	4539475
RAD51C	chr17	54124962	54166689
RAD51L1	chr14	67360014	68187315
RAD51L3	chr17	30450929	30470948
RAD52	chr12	891516	929124
RAD54B	chr8	95453365	95556489
RAD54L	chr1	46486004	46516732
RAD54L2	chr3	51550636	51672650
RAD9A	chr11	66915999	66922437
RAD9B	chr12	109424388	109454272
RAE1	chr20	55359686	55387674
RAET1E	chr6	150251014	150253790
RAET1G	chr6	150278281	150285867
RAET1L	chr6	150381163	150388300
RAF1	chr3	12600108	12680678
RAG1	chr11	36546139	36557862
RAG1AP1	chr1	153374444	153377468
RAG2	chr11	36570071	36576388
RAGE	chr14	101762375	101841284
RAI1	chr17	17525512	17655492
RAI14	chr5	34692275	34868473
RAI2	chrX	17728092	17789277
RALA	chr7	39629687	39714240
RALB	chr2	120726884	120768753
RALBP1	chr18	9465007	9528112
RALGDS	chr9	134962928	135014542
RALGPS1	chr9	128716874	129025264
RALGPS2	chr1	176961050	177153766
RALY	chr20	32045146	32131697
RALYL	chr8	85604112	85963979
RAMP1	chr2	238432275	238485391
RAMP2	chr17	38166731	38168585
RAMP3	chr7	45163892	45190372
RAN	chr12	129922521	129927316
RANBP1	chr22	18484947	18494878
RANBP10	chr16	66314506	66398056
RANBP17	chr5	170221616	170659623
RANBP2	chr2	108702369	108768699
RANBP3	chr19	5867154	5929151
RANBP3L	chr5	36284862	36337761
RANBP6	chr9	6001043	6005618
RANBP9	chr6	13729714	13819932
RANGAP1	chr22	39971561	40028909
RANGRF	chr17	8132714	8134128
RAP1A	chr1	111886363	112057258
RAP1B	chr12	67290955	67340554
RAP1GAP	chr1	21795302	21868390
RAP1GDS1	chr4	99401550	99584031
RAP2A	chr13	96884475	96918243
RAP2B	chr3	154362719	154368955
RAP2C	chrX	131164734	131179870
RAPGEF1	chr9	133441978	133605282
RAPGEF2	chr4	160408448	160500747
RAPGEF3	chr12	46417307	46439128
RAPGEF4	chr2	173308771	173625859
RAPGEF5	chr7	22124434	22363058
RAPGEF6	chr5	130775086	130998828
RAPGEFL1	chr17	35588133	35605426
RAPH1	chr2	204006786	204108303
RAPSN	chr11	47415884	47427306
RARA	chr17	35718972	35767420
RARB	chr3	25190893	25613111
RARG	chr12	51890621	51912303
RARRES1	chr3	159897597	159932969
RARRES2	chr7	149666351	149669696
RARRES3	chr11	63060849	63070505
RARS	chr5	167846041	167878885
RARS2	chr6	88280824	88356424
RASA1	chr5	86599838	86723488
RASA2	chr3	142688581	142814311
RASA3	chr13	113765303	113916197
RASA4	chr7	102007194	102044425
RASA4B	chr7	101910974	101945162
RASAL1	chr12	112021701	112058404
RASAL2	chr1	176330253	176710178
RASD1	chr17	17338480	17340432
RASD2	chr22	34267296	34279987
RASEF	chr9	84787144	84867863
RASGEF1A	chr10	43009990	43082373
RASGEF1B	chr4	82567243	82612085
RASGEF1C	chr5	179460402	179568774
RASGRF1	chr15	77041341	77169895
RASGRF2	chr5	80292314	80557698
RASGRP1	chr15	36567590	36644224
RASGRP2	chr11	64250959	64269504
RASGRP3	chr2	33514895	33643321
RASGRP4	chr19	43591538	43608785
RASIP1	chr19	53915655	53935782
RASL10A	chr22	28038923	28041748
RASL10B	chr17	31082792	31094652
RASL11A	chr13	26742464	26745827
RASL11B	chr4	53423241	53427752
RASL12	chr15	63132732	63147441
RASSF1	chr3	50342221	50353371
RASSF10	chr11	12987700	12989196
RASSF2	chr20	4708670	4752291
RASSF3	chr12	63290560	63375459
RASSF4	chr10	44775225	44810174
RASSF5	chr1	204747502	204829238
RASSF6	chr4	74657024	74705151
RASSF7	chr11	550999	554012
RASSF8	chr12	26003229	26124091
RASSF9	chr12	84722611	84723873
RAVER1	chr19	10287895	10305314
RAVER2	chr1	64983366	65071503
RAX	chr18	55085247	55091605
RAX2	chr19	3448813	3723219
RB1	chr13	47775884	47954027
RB1CC1	chr8	53697569	53789579
RBAK	chr7	4989875	5079378
RBBP4	chr1	32889411	32918837
RBBP5	chr1	203314400	203352089
RBBP6	chr16	24458409	24491682
RBBP7	chrX	16772385	16798378
RBBP8	chr18	18767293	18860443
RBBP9	chr20	18415190	18425887
RBCK1	chr20	336697	359610
RBKS	chr2	27857770	27966727
RBL1	chr20	35059592	35157824
RBL2	chr16	52025862	52083060
RBM10	chrX	46889575	46931155
RBM11	chr21	14510350	14522558
RBM12	chr20	33677382	33716262
RBM12B	chr8	94812909	94822400
RBM14	chr11	66140673	66170516
RBM15	chr1	110678039	110689754
RBM15B	chr3	51403771	51410370
RBM16	chr6	155096204	155196882
RBM17	chr10	6171013	6198843
RBM18	chr9	124043605	124066911
RBM19	chr12	112744246	112888499
RBM20	chr10	112547256	112589216
RBM22	chr5	150050549	150060817
RBM23	chr14	22439695	22458236
RBM24	chr6	17389792	17402076
RBM25	chr14	72595021	72657740
RBM26	chr13	78792109	78877924
RBM27	chr5	145563385	145645786
RBM28	chr7	127737673	127771198
RBM3	chrX	48317780	48321742
RBM33	chr7	155130134	155260736
RBM34	chr1	233361573	233391194
RBM35A	chr8	95722576	95788868
RBM35B	chr16	66819951	66827637
RBM38	chr20	55399870	55417786
RBM39	chr20	33754946	33793648
RBM41	chrX	106194306	106248686
RBM42	chr19	40811820	40820426
RBM43	chr2	151814156	151826623
RBM44	chr2	238372127	238408253
RBM45	chr2	178685428	178702626
RBM46	chr4	155921950	155969414
RBM47	chr4	40120029	40326640
RBM4B	chr11	66189048	66201851
RBM5	chr3	50101372	50131392
RBM6	chr3	49952481	50089685
RBM7	chr11	113776586	113784843
RBM8A	chr1	144218995	144222801
RBM9	chr22	34470198	34754419
RBMS1	chr2	160838761	161058551
RBMS2	chr12	55201993	55269875
RBMS3	chr3	29297947	30021623
RBMX	chrX	135783288	135790605
RBMX2	chrX	129363624	129374998
RBMXL1	chr1	89218710	89231104
RBMXL2	chr11	7066911	7068706
RBMY1A1	chrY	22106153	22120600
RBMY1A2	chrY	22082646	22097060
RBMY1F	chrY	22724079	22738483
RBMY1G	chrY	22435613	22473568
RBMY1J	chrY	22864383	22973414
RBMY2FP	chrY	22864392	22871738
RBP1	chr3	140718970	140741180
RBP2	chr3	140654417	140678042
RBP3	chr10	48001495	48010997
RBP4	chr10	95341434	95351491
RBP5	chr12	7167557	7172754
RBP7	chr1	9979849	9998664
RBPMS	chr8	30361486	30549276
RBPMS2	chr15	62819150	62854839
RBPSUH	chr4	25930430	26042376
RBPSUHL	chr20	43368905	43379876
RBX1	chr22	39677331	39698614
RC3H1	chr1	172166975	172228825
RC3H2	chr9	124651553	124707383
RCAN3	chr1	24701974	24736091
RCBTB1	chr13	49004091	49057720
RCBTB2	chr13	47961104	48005317
RCC1	chr1	28705083	28738194
RCC2	chr1	17605866	17638807
RCCD1	chr15	89299110	89307357
RCE1	chr11	66367459	66370579
RCHY1	chr4	76623381	76658652
RCL1	chr9	4782937	4851061
RCN1	chr11	32069026	32083649
RCN2	chr15	75011171	75029302
RCN3	chr19	54722687	54738701
RCOR1	chr14	102128986	102266665
RCOR2	chr11	63435303	63440892
RCOR3	chr1	209499526	209556200
RCSD1	chr1	165865954	165942109
RCVRN	chr17	9741752	9749409
RD3	chr1	209717405	209732882
RDBP	chr6	32027846	32034843
RDH10	chr8	74369891	74399345
RDH11	chr14	67213274	67232213
RDH12	chr14	67258943	67270920
RDH13	chr19	60247523	60272709
RDH16	chr12	55631485	55637685
RDH5	chr12	54400488	54404754
RDH8	chr19	9984925	9993954
RDM1	chr17	31269197	31281893
RDX	chr11	109571496	109672647
REC8	chr14	23710942	23719299
RECK	chr9	36026906	36114448
RECQL	chr12	21513983	21548782
RECQL4	chr8	145707480	145714008
RECQL5	chr17	71134546	71174860
REEP1	chr2	86294633	86418288
REEP2	chr5	137802636	137810552
REEP3	chr10	64951179	65054887
REEP4	chr8	22051478	22055393
REEP5	chr5	112239980	112285930
REEP6	chr19	1442023	1448926
REG1A	chr2	79201092	79204053
REG1B	chr2	79165659	79168627
REG3A	chr2	79237640	79240387
REG3G	chr2	79106334	79109138
REG4	chr1	120138164	120155726
REL	chr2	60962256	61003682
RELA	chr11	65177649	65186959
RELB	chr19	50196539	50233292
RELL1	chr4	37268817	37364394
RELN	chr7	102899473	103417198
RELT	chr11	72765053	72786166
REM1	chr20	29526766	29536368
REM2	chr14	22422272	22426729
REN	chr1	202390571	202402088
RENBP	chrX	152853917	152863426
REPIN1	chr7	149696812	149702066
REPS1	chr6	139267314	139351091
REPS2	chrX	16874735	17081324
RER1	chr1	2313074	2326734
RERE	chr1	8335055	8800286
RERG	chr12	15151985	15265571
RERGL	chr12	18125073	18134381
REST	chr4	57468799	57493097
RET	chr10	42892528	42945805
RETN	chr19	7639972	7641340
RETNLB	chr3	109957176	109958820
RETSAT	chr2	85422733	85435166
REV1	chr2	99383371	99472912
REV3L	chr6	111726927	111911125
REXO1	chr19	1766245	1799452
REXO1L2P	chrNT_113908	7373	8827
REXO2	chr11	113815387	113826208
REXO4	chr9	135261009	135272985
RFC1	chr4	38965471	39044390
RFC2	chr7	73283770	73306674
RFC3	chr13	33290206	33309642
RFC4	chr3	187990378	188006984
RFC5	chr12	116938893	116954421
RFESD	chr5	95008239	95019542
RFFL	chr17	30360244	30440407
RFK	chr9	78190253	78199264
RFNG	chr17	77599067	77602939
RFPL1	chr22	28164572	28168444
RFPL2	chr22	30916425	30929464
RFPL3	chr22	31080872	31087148
RFPL3S	chr22	31085893	31097063
RFPL4A	chr19	60974983	60976357
RFPL4B	chr6	112775225	112779191
RFT1	chr3	53099851	53139503
RFTN1	chr3	16332357	16530226
RFTN2	chr2	198143773	198248961
RFWD2	chr1	174180593	174442993
RFWD3	chr16	73212798	73258280
RFX1	chr19	13933353	13978097
RFX2	chr19	5944175	6061554
RFX3	chr9	3214649	3515983
RFX4	chr12	105500815	105680710
RFX5	chr1	149579740	149586393
RFX6	chr6	117305069	117359993
RFX7	chr15	54170024	54322775
RFXANK	chr19	19164008	19173678
RFXAP	chr13	36291339	36301740
RG9MTD1	chr3	102763402	102767777
RG9MTD2	chr4	100686889	100704197
RG9MTD3	chr9	37743802	37768969
RGAG1	chrX	109548941	109586218
RGL1	chr1	181871831	182164289
RGL2	chr6	33367416	33374716
RGL3	chr19	11356188	11387650
RGL4	chr22	22360329	22371363
RGMA	chr15	91387641	91433437
RGMB	chr5	98132900	98160096
RGN	chrX	46822719	46837656
RGP1	chr9	35739340	35747908
RGPD2	chr2	87836589	87906586
RGPD3	chr2	106387878	106451264
RGPD4	chr2	107809825	107873729
RGPD5	chr2	109909255	109972551
RGPD6	chr2	110705936	110769671
RGPD7	chr2	111012128	111052778
RGPD8	chr2	112842437	112907578
RGR	chr10	85994815	86009695
RGS1	chr1	190811480	190815782
RGS10	chr10	121249330	121292212
RGS11	chr16	258301	265930
RGS12	chr4	3285672	3411436
RGS13	chr1	190871869	190895983
RGS14	chr5	176717450	176732204
RGS16	chr1	180835943	180840133
RGS17	chr6	153373550	153494077
RGS18	chr1	190394215	190421566
RGS19	chr20	62174978	62181768
RGS2	chr1	191044794	191048026
RGS20	chr8	54926921	55034416
RGS21	chr1	190552745	190603038
RGS22	chr8	101042452	101187520
RGS3	chr9	115262358	115399838
RGS4	chr1	161305559	161313216
RGS5	chr1	161382308	161454008
RGS6	chr14	71501262	72102990
RGS7	chr1	239005438	239587153
RGS7BP	chr5	63838208	63943875
RGS8	chr1	180882415	180911877
RGS9	chr17	60564011	60654281
RGS9BP	chr19	37858153	37861046
RGSL1	chr1	180685904	180796224
RHAG	chr6	49680858	49712546
RHBDD1	chr2	227409017	227569835
RHBDD2	chr7	75346253	75356180
RHBDD3	chr22	27985866	27993937
RHBDF1	chr16	48059	62591
RHBDF2	chr17	71978571	72009103
RHBDL1	chr16	665792	668268
RHBDL2	chr1	39124066	39180043
RHBDL3	chr17	27617308	27675793
RHBG	chr1	154605627	154621635
RHCE	chr1	25561390	25629270
RHCG	chr15	87815646	87840819
RHD	chr1	25471568	25529523
RHEB	chr7	150794032	150847943
RHEBL1	chr12	47744735	47750042
RHO	chr3	130730172	130736867
RHOA	chr3	49371585	49424530
RHOB	chr2	20510316	20512681
RHOBTB1	chr10	62299208	62431204
RHOBTB2	chr8	22913059	22933655
RHOBTB3	chr5	95092606	95157827
RHOC	chr1	113045272	113051548
RHOD	chr11	66580897	66596059
RHOF	chr12	120700045	120715977
RHOG	chr11	3804784	3818789
RHOH	chr4	39874922	39922676
RHOJ	chr14	62740898	62828312
RHOQ	chr2	46623371	46665331
RHOT1	chr17	27493586	27576859
RHOT2	chr16	658134	664171
RHOU	chr1	226937491	226949032
RHOV	chr15	38951706	38953705
RHOXF1	chrX	119127053	119133875
RHOXF2	chrX	119176495	119181973
RHOXF2B	chrX	119090257	119095735
RHPN1	chr8	144522400	144537532
RHPN2	chr19	38161339	38247634
RIBC1	chrX	53466615	53474780
RIBC2	chr22	44188244	44206966
RIC3	chr11	8087072	8147148
RIC8A	chr11	198530	205106
RIC8B	chr12	105692529	105807215
RIF1	chr2	151974701	152042109
RILP	chr17	1496199	1500142
RILPL1	chr12	122522316	122584457
RILPL2	chr12	122465889	122487217
RIMBP2	chr12	129446635	129568363
RIMBP3	chr22	18835682	18841409
RIMBP3B	chr22	20068293	20073767
RIMBP3C	chr22	20229646	20235120
RIMKLB	chr12	8741900	8821533
RIMS1	chr6	72653371	73169229
RIMS2	chr8	104582291	105333263
RIMS3	chr1	40858939	40903915
RIMS4	chr20	42813863	42872326
RIN1	chr11	65856118	65860576
RIN2	chr20	19815314	19931100
RIN3	chr14	92049878	92225085
RING1	chr6	33284255	33288468
RINL	chr19	44050310	44060734
RINT1	chr7	104959768	104995360
RIOK1	chr6	7335061	7363269
RIOK2	chr5	96524397	96544700
RIOK3	chr18	19286785	19317099
RIPK1	chr6	3013740	3060418
RIPK2	chr8	90839110	90872433
RIPK3	chr14	23875068	23879082
RIPK4	chr21	42032614	42060335
RIPK5	chr1	203378255	203447322
RIPPLY1	chrX	106029951	106033221
RIPPLY2	chr6	84619704	84623953
RIPX	chr4	71806576	71891789
RIT1	chr1	154134225	154147801
RIT2	chr18	38577191	38949655
RKHD1	chr19	1505669	1519057
RKHD3	chr15	80121183	80125416
RLBP1	chr15	87554102	87565926
RLBP1L1	chr8	62363104	62576756
RLBP1L2	chr6	123358813	123426925
RLF	chr1	40399628	40479179
RLN1	chr9	5324969	5329873
RLN2	chr9	5289868	5294580
RLN3	chr19	13998501	14003367
RLTPR	chr16	66236531	66248957
RMI1	chr9	85785517	85808798
RMND1	chr6	151767683	151815009
RMND5A	chr2	86801204	86855943
RMND5B	chr5	177490603	177508118
RNASE1	chr14	20339355	20340876
RNASE10	chr14	20048452	20049168
RNASE11	chr14	20120894	20128257
RNASE12	chr14	20128279	20128722
RNASE13	chr14	20570822	20572784
RNASE2	chr14	20493470	20494434
RNASE3	chr14	20429402	20430347
RNASE4	chr14	20222212	20238597
RNASE6	chr14	20319050	20320464
RNASE7	chr14	20580225	20582230
RNASE8	chr14	20595892	20596356
RNASE9	chr14	20094093	20098930
RNASEH1	chr2	3570568	3583815
RNASEH2A	chr19	12778428	12785462
RNASEH2B	chr13	50381815	50428867
RNASEH2C	chr11	65241720	65244985
RNASEK	chr17	6856522	6858574
RNASEL	chr1	180809395	180825001
RNASEN	chr5	31436366	31564970
RNASET2	chr6	167263003	167290067
RND1	chr12	47537198	47545948
RND2	chr17	38430784	38437583
RND3	chr2	151032955	151052427
RNF10	chr12	119456515	119499779
RNF11	chr1	51474533	51511705
RNF111	chr15	57067157	57176541
RNF112	chr17	19255116	19261179
RNF113A	chrX	118888466	118889818
RNF113B	chr13	97626040	97627522
RNF114	chr20	47986321	48003827
RNF115	chr1	144322393	144400083
RNF12	chrX	73726678	73751177
RNF121	chr11	71317731	71386289
RNF122	chr8	33524815	33544185
RNF123	chr3	49701974	49733961
RNF125	chr18	27852443	27907152
RNF126	chr19	598530	614227
RNF128	chrX	105823724	105926900
RNF13	chr3	151013165	151162616
RNF130	chr5	179315111	179431715
RNF133	chr7	122125078	122126208
RNF135	chr17	26322082	26351051
RNF138	chr18	27925835	27965521
RNF139	chr8	125556189	125570027
RNF14	chr5	141326621	141348934
RNF141	chr11	10489801	10519350
RNF144A	chr2	6974974	7101761
RNF145	chr5	158516997	158567412
RNF146	chr6	127629448	127651396
RNF149	chr2	101258985	101291584
RNF150	chr4	142006175	142274066
RNF151	chr16	1957275	1958977
RNF152	chr18	57633284	57711972
RNF157	chr17	71651451	71747985
RNF165	chr18	42168185	42294781
RNF166	chr16	87290411	87300312
RNF167	chr17	4781829	4789056
RNF168	chr3	197683026	197714979
RNF169	chr11	74137561	74231105
RNF17	chr13	24236301	24352056
RNF170	chr8	42825091	42870939
RNF175	chr4	154850763	154900837
RNF180	chr5	63497427	63701397
RNF181	chr2	85676348	85678342
RNF182	chr6	14033182	14088212
RNF183	chr9	115099555	115105372
RNF185	chr22	29886179	29932998
RNF186	chr1	20013109	20014358
RNF187	chr1	226741717	226749292
RNF19A	chr8	101338464	101391503
RNF19B	chr1	33174633	33202936
RNF2	chr1	183281174	183338363
RNF20	chr9	103335954	103365447
RNF207	chr1	6188477	6203938
RNF208	chr9	139234528	139235854
RNF212	chr4	1055269	1097350
RNF213	chr17	75928321	75984680
RNF214	chr11	116608614	116661602
RNF215	chr22	29104801	29113302
RNF216	chr7	5626204	5787818
RNF216L	chr7	4980145	5004326
RNF217	chr6	125346213	125446351
RNF220	chr1	44643453	44889982
RNF24	chr20	3861737	3944157
RNF25	chr2	219236832	219245025
RNF26	chr11	118710447	118713231
RNF31	chr14	23686499	23699710
RNF32	chr7	156117523	156162579
RNF34	chr12	120322304	120346538
RNF38	chr9	36326401	36391195
RNF39	chr6	30146023	30151607
RNF4	chr4	2440605	2487382
RNF40	chr16	30681100	30695129
RNF41	chr12	54884555	54901971
RNF43	chr17	53784860	53849479
RNF44	chr5	175886306	175897027
RNF5	chr6	32254109	32256519
RNF6	chr13	25604569	25694443
RNF7	chr3	142939741	142947933
RNF8	chr6	37429726	37470491
RNFT1	chr17	55384506	55396899
RNFT2	chr12	115660479	115775819
RNGTT	chr6	89376708	89730067
RNH1	chr11	484513	497273
RNMT	chr18	13716660	13754557
RNMTL1	chr17	632263	642488
RNPC3	chr1	103840933	103843129
RNPEP	chr1	200218389	200241885
RNPEPL1	chr2	241156777	241166814
RNPS1	chr16	2243125	2258115
RNUXA	chr5	125964532	125988979
ROBLD3	chr1	154291229	154294918
ROBO1	chr3	78731881	79721751
ROBO2	chr3	76069335	77776744
ROBO3	chr11	124240492	124261676
ROBO4	chr11	124258797	124272939
ROCK1	chr18	16783699	16945810
ROCK2	chr2	11237338	11402162
ROD1	chr9	114020536	114135768
ROGDI	chr16	4786971	4792675
ROM1	chr11	62137199	62139162
ROPN1	chr3	125170571	125192889
ROPN1B	chr3	127170718	127184982
ROPN1L	chr5	10495013	10518135
ROR1	chr1	64012302	64419769
ROR2	chr9	93365194	93750983
RORA	chr15	58576755	59308709
RORB	chr9	76302072	76491937
RORC	chr1	150045173	150070972
ROS1	chr6	117716223	117853711
RP1	chr8	55691180	55705947
RP1-127L4.6	chr22	30875519	30885243
RP1-139D8.6	chr6	42231257	42239134
RP1-177G6.2	chrX	139619590	139623614
RP1-21O18.1	chr1	14797787	15317126
RP1-32I10.10	chr22	43140095	43140828
RP11-114H20.1	chrX	51810705	51814091
RP11-115M6.5	chrX	153704817	153714140
RP11-119B16.1	chr20	3775484	3795973
RP11-11N7.2	chr1	243074714	243076776
RP11-160N1.10	chr9	44807567	44810524
RP11-189B4.3	chr13	45963033	45963393
RP11-216L13.5	chr9	138773907	138778786
RP11-218C14.7	chr20	23476401	23479289
RP11-265F14.1	chr1	15655811	15671167
RP11-265F14.2	chr1	15675183	15690479
RP11-274K13.2	chrX	134883732	134884856
RP11-282A11.1	chr13	106313940	106314678
RP11-35F15.2	chrX	138865550	138875345
RP11-363G10.2	chrX	51959703	51963089
RP11-365K22.1	chr13	53912798	53913472
RP11-369J21.6	chr10	81828406	81842286
RP11-410N8.4	chr20	30616455	30660351
RP11-429E11.3	chr20	59725957	59728199
RP11-431O22.2	chr13	52292597	52293178
RP11-476E15.3	chr10	97104693	97106993
RP11-47G11.1	chr10	125757210	125841898
RP11-529I10.4	chr10	103338079	103359399
RP11-544M22.4	chr1	159274045	159275391
RP11-63L7.3	chr6	89862398	89884519
RP11-738I14.8	chr9	134275432	134438527
RP11-87M18.1	chrX	36238869	36313099
RP11-93B14.6	chr20	60742516	60745093
RP11-99L11.2	chr6	105692255	105724502
RP13-36C9.1	chrX	134756363	134764401
RP13-36C9.2	chrX	134693880	134701914
RP13-36C9.3	chrX	134711154	134719185
RP13-36C9.6	chrX	134773630	134781660
RP13-36C9.7	chrX	134790881	134798910
RP1L1	chr8	10516016	10607107
RP2	chrX	46581319	46626737
RP3-337H4.1	chr6	43553289	43582269
RP3-364I1.1	chrX	109476356	109476857
RP3-402L9.2	chr6	154517438	154719592
RP3-474I12.8	chr22	43343883	43346993
RP4-539M6.17	chr22	29250465	29272669
RP4-545L17.10	chr20	1132098	1136918
RP4-604K5.1	chr1	87100718	87152695
RP4-695O20__B.10	chr22	44828413	44880567
RP4-697K14.7	chr20	61659883	61676036
RP4-753D5.2	chr6	50932858	50933359
RP4-788L13.1	chr1	99502436	99547724
RP4-803J11.4	chr1	227506752	227507871
RP5-1000E10.4	chr1	115113623	115124829
RP5-1004I9.1	chr20	22328989	22349281
RP5-1022P6.2	chr20	5473081	5539672
RP5-1077B9.4	chr1	12002099	12014693
RP5-1091N2.8	chrX	70240562	70243145
RP5-1187M17.10	chr20	3091263	3102192
RP5-990P15.2	chr1	176780679	176784647
RP6-166C19.10	chrX	119900236	119903554
RP6-166C19.11	chrX	119895375	119898693
RP6-166C19.2	chrX	119939141	119942459
RP6-166C19.3	chrX	119934281	119937599
RP6-166C19.4	chrX	119929421	119932739
RP6-166C19.5	chrX	119924561	119927879
RP6-166C19.6	chrX	119909957	119923018
RP6-166C19.7	chrX	119914817	119917880
RP6-166C19.8	chrX	119909957	119913275
RP6-166C19.9	chrX	119905096	119908414
RP6-213H19.1	chrX	130984926	131037652
RP9	chr7	33100937	33115527
RP9P	chr7	32922953	32949307
RPA1	chr17	1680095	1748119
RPA2	chr1	28090637	28113823
RPA3	chr7	7643102	7724763
RPA4	chrX	96025668	96027102
RPAIN	chr17	5263685	5276920
RPAP1	chr15	39596669	39623756
RPAP2	chr1	92537193	92626317
RPAP3	chr12	46343344	46386041
RPE	chr2	210575593	210594512
RPE65	chr1	68667103	68688230
RPEL	chr6	12825819	13396624
RPGR	chrX	38013368	38071732
RPGRIP1	chr14	20825976	20889298
RPGRIP1L	chr16	52191325	52295272
RPH3A	chr12	111714125	111819627
RPH3AL	chr17	62297	202576
RPIA	chr2	88772291	88831567
RPL10	chrX	153279907	153283874
RPL10A	chr6	35544156	35546536
RPL10L	chr14	46190045	46190689
RPL11	chr1	23890881	23895502
RPL12	chr9	129249776	129253507
RPL13	chr16	88154591	88157349
RPL13A	chr19	54681844	54687370
RPL14	chr3	40473834	40478862
RPL14L	chr12	61645349	61646071
RPL15	chr3	23933643	23937334
RPL17	chr1	109336399	109337022
