geneid	chr	left	right
RASGRF2	chr5	80256491	80525975
RASGRP1	chr15	38780304	38857007
RASGRP2	chr11	64494383	64512928
RASGRP3	chr2	33661391	33789817
RASGRP4	chr19	38899698	38916945
RASIP1	chr19	49223844	49243978
RASL10A	chr22	29708922	29711745
RASL10B	chr17	34058668	34070540
RASL11A	chr13	27844464	27847827
RASL11B	chr4	53728457	53733000
RASL12	chr15	65347115	65369028
RASSF1	chr3	50367219	50378343
RASSF2	chr20	4760669	4804291
RASSF3	chr12	65004293	65091347
RASSF4	chr10	45455240	45491339
RASSF5	chr1	206680879	206761044
RASSF6	chr4	74437267	74486265
RASSF7	chr11	560404	563993
RASSF8	chr12	26111962	26232825
RASSF9	chr12	86198331	86230348
RAVER1	chr19	10426888	10444316
RAVER2	chr1	65210778	65298915
RAX	chr18	56934267	56940625
RAX2	chr19	3769087	3772233
RB1	chr13	48877911	49056122
RB1CC1	chr8	53535016	53626992
RBAK	chr7	5085553	5109119
RBAK-RBAKDN	chr7	5023349	5112852
RBBP4	chr1	33116749	33151812
RBBP5	chr1	205055270	205091143
RBBP6	chr16	24551516	24584184
RBBP7	chrX	16862464	16888537
RBBP8	chr18	20378224	20516846
RBBP8NL	chr20	60985293	61002589
RBBP9	chr20	18467184	18477887
RBCK1	chr20	388697	411610
RBFA	chr18	77794358	77806392
RBFOX1	chr16	6069594	7761460
RBFOX2	chr22	36140252	36424473
RBFOX3	chr17	77086898	77613550
RBKS	chr2	28004231	28113965
RBL1	chr20	35624752	35724398
RBL2	chr16	53468332	53525561
RBM10	chrX	47004268	47046210
RBM11	chr21	15588499	15600693
RBM12	chr20	34236847	34252838
RBM12B	chr8	94741584	94753245
RBM12B-AS1	chr8	94752349	94753001
RBM14	chr11	66384053	66394818
RBM14-RBM4	chr11	66384097	66413940
RBM15	chr1	110881128	110889299
RBM15B	chr3	51428731	51435330
RBM17	chr10	6131309	6159420
RBM18	chr9	124999903	125027118
RBM19	chr12	114254547	114404111
RBM20	chr10	112404155	112599227
RBM22	chr5	150070356	150080669
RBM23	chr14	23369854	23388393
RBM24	chr6	17281577	17294106
RBM25	chr14	73525144	73588122
RBM26	chr13	79894089	79980350
RBM27	chr5	145583113	145718814
RBM28	chr7	127937738	127983962
RBM3	chrX	48432912	48437454
RBM33	chr7	155437373	155574173
RBM34	chr1	235294498	235324772
RBM38	chr20	55966463	55984389
RBM39	chr20	34291532	34330234
RBM4	chr11	66384097	66413938
RBM41	chrX	106307650	106362030
RBM42	chr19	36119932	36128588
RBM43	chr2	152104454	152118393
RBM44	chr2	238707388	238751450
RBM45	chr2	178977182	178994383
RBM46	chr4	155702365	155749965
RBM47	chr4	40425272	40631883
RBM48	chr7	92158087	92167319
RBM4B	chr11	66432469	66445392
RBM5	chr3	50126341	50156454
RBM6	chr3	49977440	50114682
RBM7	chr11	114271388	114284925
RBM8A	chr1	145507598	145513536
RBMS1	chr2	161128662	161350305
RBMS2	chr12	56915713	56984745
RBMS3	chr3	29322473	30051882
RBMX	chrX	135951346	135962884
RBMX2	chrX	129535943	129547317
RBMXL1	chr1	89445142	89458643
RBMXL2	chr11	7110165	7112379
RBMXL3	chrX	114423963	114427431
RBMY1A1	chrY	23673258	23711210
RBMY1B	chrY	23673224	23687672
RBMY1D	chrY	24026223	24040673
RBMY1E	chrY	24026223	24064174
RBMY1F	chrY	24314689	24329129
RBMY1J	chrY	24454970	24564028
RBP1	chr3	139236276	139258671
RBP2	chr3	139173614	139199565
RBP3	chr10	48381487	48390991
RBP4	chr10	95351444	95361420
RBP5	chr12	7276280	7281538
RBP7	chr1	10057274	10076078
RBPJ	chr4	26165077	26417227
RBPJL	chr20	43935491	43945803
RBPMS	chr8	30241944	30429734
RBPMS2	chr15	65032097	65067786
RBX1	chr22	41347363	41369313
RC3H1	chr1	173900352	173991435
RC3H2	chr9	125611732	125667562
RCAN1	chr21	35888782	35987441
RCAN2	chr6	46188475	46459709
RCAN3	chr1	24829387	24867530
RCBTB1	chr13	50106090	50159719
RCBTB2	chr13	49063095	49107369
RCC1	chr1	28832455	28865708
RCC2	chr1	17733256	17766220
RCCD1	chr15	91498100	91506349
RCE1	chr11	66610883	66614017
RCHY1	chr4	76404247	76439895
RCL1	chr9	4792869	4861064
RCN1	chr11	31837932	32126211
RCN2	chr15	77223960	77242601
RCN3	chr19	50031883	50050219
RCOR1	chr14	103058998	103196913
RCOR2	chr11	63678693	63684316
RCOR3	chr1	211433317	211489727
RCSD1	chr1	167599330	167675486
RCVRN	chr17	9799637	9808938
RD3	chr1	211649864	211666259
RD3L	chr14	104406763	104408645
RDH10	chr8	74206847	74237516
RDH11	chr14	68143518	68162531
RDH12	chr14	68168603	68201169
RDH13	chr19	55555711	55580897
RDH14	chr2	18735989	18741946
RDH16	chr12	57345219	57352103
RDH5	chr12	56114182	56118489
RDH8	chr19	10123925	10132955
RDM1	chr17	34245070	34257777
RDX	chr11	110045605	110167437
REC8	chr14	24641062	24649463
RECK	chr9	36036430	36124448
RECQL	chr12	21621845	21654527
RECQL4	chr8	145736667	145743210
RECQL5	chr17	73622934	73663269
REEP1	chr2	86441122	86565206
REEP2	chr5	137774706	137782653
REEP3	chr10	65281123	65384883
REEP4	chr8	21995533	21999464
REEP5	chr5	112212084	112258236
REEP6	chr19	1491165	1497926
REG1A	chr2	79347584	79350545
REG1B	chr2	79312157	79315119
REG3A	chr2	79384132	79386879
REG3G	chr2	79252812	79255631
REG4	chr1	120336707	120354283
REL	chr2	61108656	61158745
RELA	chr11	65421067	65430565
RELB	chr19	45504688	45541452
RELL1	chr4	37592422	37687998
RELL2	chr5	141016517	141020630
RELN	chr7	103112231	103629963
RELT	chr11	73087309	73108517
REM1	chr20	30063096	30072708
REM2	chr14	23352374	23356895
REN	chr1	204123944	204135465
RENBP	chrX	153200723	153210232
REP15	chr12	27849428	27850566
REPIN1	chr7	150065361	150071128
REPS1	chr6	139224630	139309394
REPS2	chrX	16964814	17171395
RER1	chr1	2323272	2336883
RERE	chr1	8412457	8877524
RERG	chr12	15273999	15501532
RERGL	chr12	18233803	18243127
RESP18	chr2	220192131	220197899
REST	chr4	57774075	57802010
RET	chr10	43572475	43625799
RETN	chr19	7733930	7735334
RETNLB	chr3	108474484	108476231
RETSAT	chr2	85569211	85581743
REV1	chr2	100016938	100106497
REV3L	chr6	111620278	111804915
REXO1	chr19	1815248	1848452
REXO1L1	chr8	86568695	86575726
REXO1L10P	chr8	86756718	86758745
REXO1L11P	chr8	86747543	86749570
REXO2	chr11	114310108	114321001
REXO4	chr9	136271186	136283164
RFC1	chr4	39289076	39367995
RFC2	chr7	73645867	73668774
RFC3	chr13	34392206	34540695
RFC4	chr3	186507684	186524484
RFC5	chr12	118454508	118470038
RFESD	chr5	94982476	94993786
RFFL	chr17	33333009	33416338
RFK	chr9	79000433	79009421
RFNG	chr17	80005778	80009650
RFPL1	chr22	29834572	29838444
RFPL2	chr22	32586422	32600718
RFPL3	chr22	32750872	32757148
RFPL3S	chr22	32758961	32778039
RFPL4A	chr19	56270380	56274541
RFPL4AL1	chr19	56280507	56284545
RFPL4B	chr6	112668532	112672498
RFT1	chr3	53122499	53164478
RFTN1	chr3	16357363	16555213
RFTN2	chr2	198432948	198540719
RFWD2	chr1	175913967	176176629
RFWD3	chr16	74655292	74700779
RFX1	chr19	14072350	14117097
RFX2	chr19	6040085	6199540
RFX3	chr9	3218297	3525983
RFX4	chr12	106976685	107156580
RFX5	chr1	151313116	151319727
RFX6	chr6	117198423	117253326
RFX7	chr15	56379666	56535483
RFX8	chr2	102013866	102091165
RFXANK	chr19	19303008	19312678
RFXAP	chr13	37393361	37403241
RGAG1	chrX	109602044	109694109
RGAG4	chrX	71346958	71351758
RGCC	chr13	42031695	42045018
RGL1	chr1	183605220	183897665
RGL2	chr6	33259431	33267101
RGL3	chr19	11504733	11530018
RGL4	chr22	24030329	24041363
RGMA	chr15	93586637	93632433
RGMB	chr5	98104999	98132198
RGN	chrX	46937775	46952712
RGP1	chr9	35749284	35758572
RGPD1	chr2	87135076	87241099
RGPD2	chr2	88055479	88285309
RGPD3	chr2	107021446	107084832
RGPD4	chr2	108443393	108507297
RGPD5	chr2	110551885	110615270
RGPD6	chr2	111271398	111334678
RGPD8	chr2	113127669	113192065
RGR	chr10	86004809	86019716
RGS1	chr1	192544857	192549161
RGS10	chr10	121259437	121302220
RGS11	chr16	318300	325929
RGS12	chr4	3315874	3441632
RGS13	chr1	192605275	192629390
RGS14	chr5	176784838	176799602
RGS16	chr1	182567758	182573543
RGS17	chr6	153331857	153452384
RGS18	chr1	192127587	192154945
RGS19	chr20	62704537	62711323
RGS2	chr1	192778171	192781403
RGS20	chr8	54764368	54871863
RGS21	chr1	192286122	192336415
RGS22	chr8	100973164	101118344
RGS3	chr9	116207011	116360018
RGS4	chr1	163038565	163046592
RGS5	chr1	163116846	163187426
RGS6	chr14	72399833	73030654
RGS7	chr1	240938815	241520530
RGS7BP	chr5	63802126	63908139
RGS8	chr1	182615792	182642049
RGS9	chr17	63133587	63223821
RGS9BP	chr19	33166313	33169206
RGSL1	chr1	182419281	182529693
RHAG	chr6	49572871	49604552
RHBDD1	chr2	227700652	227863931
RHBDD2	chr7	75508266	75518239
RHBDD3	chr22	29655841	29663967
RHBDF1	chr16	111031	126351
RHBDF2	chr17	74467151	74497872
RHBDL1	chr16	725666	728268
RHBDL2	chr1	39351479	39407456
RHBDL3	chr17	30593195	30651680
RHBG	chr1	156339003	156355011
RHCE	chr1	25688803	25756683
RHCG	chr15	89998680	90039814
RHD	chr1	25598884	25656936
RHEB	chr7	151163098	151217010
RHEBL1	chr12	49458468	49463808
RHNO1	chr12	2986381	2998626
RHO	chr3	129247483	129254012
RHOA	chr3	49396578	49449635
RHOB	chr2	20646835	20649200
RHOBTB1	chr10	62629196	62761198
RHOBTB2	chr8	22844930	22875954
RHOBTB3	chr5	95066879	95132071
RHOC	chr1	113243753	113250056
RHOD	chr11	66824289	66839484
RHOF	chr12	122218858	122240834
RHOG	chr11	3848208	3862213
RHOH	chr4	40192673	40245615
RHOJ	chr14	63671126	63759937
RHOQ	chr2	46769867	46810260
RHOT1	chr17	30469473	30552789
RHOT2	chr16	718086	724174
RHOU	chr1	228870824	228882416
RHOV	chr15	41164412	41166487
RHOXF1	chrX	119243011	119249847
RHOXF2	chrX	119292467	119297945
RHOXF2B	chrX	119205848	119211707
RHPN1	chr8	144451057	144466390
RHPN2	chr19	33469499	33555794
RIBC1	chrX	53449890	53458059
RIBC2	chr22	45809572	45828376
RIC3	chr11	8127640	8190590
RIC8A	chr11	207511	215113
RIC8B	chr12	107168373	107283090
RICTOR	chr5	38938021	39074510
RIF1	chr2	152266455	152338686
RIIAD1	chr1	151682909	151702082
RILP	chr17	1549444	1553371
RILPL1	chr12	123955925	124018265
RILPL2	chr12	123899936	123921264
RIMBP2	chr12	130916204	131200826
RIMBP3	chr22	20456003	20461786
RIMBP3B	chr22	21737663	21743446
RIMBP3C	chr22	21899967	21905750
RIMKLA	chr1	42846477	42888249
RIMKLB	chr12	8850518	8929787
RIMS1	chr6	72596650	73112845
RIMS2	chr8	104513115	105264048
RIMS3	chr1	41086351	41131329
RIMS4	chr20	43380449	43438979
RIN1	chr11	66099694	66104311
RIN2	chr20	19867165	19983101
RIN3	chr14	92980118	93155339
RING1	chr6	33176272	33180499
RINL	chr19	39358470	39368894
RINT1	chr7	105172532	105208124
RIOK1	chr6	7389729	7418270
RIOK2	chr5	96496571	96518964
RIOK3	chr18	21032787	21063104
RIPK1	chr6	3068658	3115419
RIPK2	chr8	90769975	90803291
RIPK3	chr14	24805227	24809251
RIPK4	chr21	43159529	43187266
RIPPLY1	chrX	106143293	106146547
RIPPLY2	chr6	84562985	84567234
RIPPLY3	chr21	38378863	38391959
RIT1	chr1	155867599	155881195
RIT2	chr18	40323192	40695656
RLBP1	chr15	89753100	89764982
RLF	chr1	40627045	40706593
RLIM	chrX	73805052	73834452
RLN1	chr9	5334969	5339873
RLN2	chr9	5299868	5304969
RLN3	chr19	14138960	14141854
RLTPR	chr16	67678822	67691472
RMDN1	chr8	87484582	87526567
RMDN2	chr2	38177606	38294280
RMDN3	chr15	41028082	41048049
RMI1	chr9	86595713	86618985
RMI2	chr16	11343506	11445612
RMND1	chr6	151725989	151773259
RMND5A	chr2	86947296	87005164
RMND5B	chr5	177557997	177577566
RNASE1	chr14	21269387	21271437
RNASE10	chr14	20973696	20979314
RNASE11	chr14	21052206	21078043
RNASE12	chr14	21058352	21058982
RNASE13	chr14	21500979	21502944
RNASE2	chr14	21423611	21424595
RNASE3	chr14	21359558	21360507
RNASE4	chr14	21152259	21168761
RNASE6	chr14	21249210	21250626
RNASE7	chr14	21510385	21512392
RNASE8	chr14	21525981	21526614
RNASE9	chr14	21024252	21029090
RNASEH1	chr2	3592705	3606206
RNASEH2A	chr19	12917394	12924451
RNASEH2B	chr13	51483892	51544592
RNASEH2C	chr11	65485144	65488418
RNASEK	chr17	6915736	6917851
RNASEK-C17orf49	chr17	6917052	6920723
RNASEL	chr1	182542769	182558391
RNASET2	chr6	167343028	167370672
RND1	chr12	49250928	49259681
RND2	chr17	41177258	41184057
RND3	chr2	151331389	151395525
RNF10	chr12	120972154	121015397
RNF103	chr2	86830516	86850978
RNF103-CHMP3	chr2	86732791	86948245
RNF11	chr1	51701943	51739127
RNF111	chr15	59157374	59323415
RNF112	chr17	19314507	19320589
RNF113A	chrX	119004497	119005791
RNF113B	chr13	98828039	98829519
RNF114	chr20	48552948	48570429
RNF115	chr1	145611036	145696218
RNF121	chr11	71639747	71708641
RNF122	chr8	33405273	33424643
RNF123	chr3	49726932	49758960
RNF125	chr18	29598335	29653176
RNF126	chr19	647526	663277
RNF128	chrX	105937068	106040223
RNF13	chr3	149530495	149679926
RNF130	chr5	179338651	179498721
RNF133	chr7	122337766	122339210
RNF135	chr17	29297219	29326929
RNF138	chr18	29671818	29711524
RNF139	chr8	125486979	125500155
RNF14	chr5	141346437	141368750
RNF141	chr11	10533225	10562764
RNF144A	chr2	7057523	7184313
RNF144B	chr6	18368779	18465445
RNF145	chr5	158584417	158636559
RNF146	chr6	127587755	127609703
RNF148	chr7	122341718	122343021
RNF149	chr2	101892553	101925158
RNF150	chr4	141786725	142134031
RNF151	chr16	2016824	2018949
RNF152	chr18	59475296	59560992
RNF157	chr17	74138534	74236454
RNF165	chr18	43914187	44043103
RNF166	chr16	88762903	88772829
RNF167	chr17	4843303	4848486
RNF168	chr3	196195654	196230639
RNF169	chr11	74459913	74553458
RNF17	chr13	25338290	25454059
RNF170	chr8	42704780	42751728
RNF175	chr4	154631277	154681387
RNF180	chr5	63461709	63668696
RNF181	chr2	85822848	85824704
RNF182	chr6	13924677	13980239
RNF183	chr9	116059734	116065551
RNF185	chr22	31556179	31603005
RNF186	chr1	20140523	20141771
RNF187	chr1	228674762	228683467
RNF19A	chr8	101269570	101322555
RNF19B	chr1	33402046	33430286
RNF2	chr1	185014496	185071740
RNF20	chr9	104296133	104325622
RNF207	chr1	6266189	6281351
RNF208	chr9	140114707	140116033
RNF212	chr4	1065269	1107350
RNF213	chr17	78234667	78372586
RNF214	chr11	117103452	117156404
RNF215	chr22	30781896	30817760
RNF216	chr7	5659678	5821327
RNF217	chr6	125283691	125413779
RNF219	chr13	79188426	79233314
RNF220	chr1	44870866	45117395
RNF222	chr17	8294027	8301144
RNF223	chr1	1006346	1009687
RNF224	chr9	140122018	140124090
RNF24	chr20	3907956	3996036
RNF25	chr2	219528587	219537134
RNF26	chr11	119205237	119208023
RNF31	chr14	24616096	24629868
RNF32	chr7	156433441	156469818
RNF34	chr12	121837947	121868389
RNF38	chr9	36336401	36401195
RNF39	chr6	30038043	30043664
RNF4	chr4	2470664	2517582
RNF40	chr16	30773318	30787628
RNF41	chr12	56598285	56615705
RNF43	chr17	56429861	56494713
RNF44	chr5	175953698	175964421
RNF5	chr6	32146274	32151930
RNF6	chr13	26786905	26796791
RNF7	chr3	141457046	141466402
RNF8	chr6	37321748	37362514
RNFT1	chr17	58029601	58042080
RNFT2	chr12	117176096	117291436
RNGTT	chr6	89319989	89673348
RNH1	chr11	494561	507300
RNLS	chr10	90033621	90344287
RNMT	chr18	13726660	13764557
RNMTL1	chr17	685513	695749
RNPC3	chr1	104068321	104097734
RNPEP	chr1	201951752	201975275
RNPEPL1	chr2	241508104	241520789
RNPS1	chr16	2303117	2318413
ROBO1	chr3	78646391	79816965
ROBO2	chr3	75955846	77696661
ROBO3	chr11	124735282	124751362
ROBO4	chr11	124753587	124768177
ROCK1	chr18	18526867	18691812
ROCK2	chr2	11319887	11484711
ROGDI	chr16	4846969	4852951
ROM1	chr11	62379258	62382572
ROMO1	chr20	34287194	34288906
ROPN1	chr3	123687862	123710984
ROPN1B	chr3	125687987	125702297
ROPN1L	chr5	10441636	10465136
ROR1	chr1	64239714	64647181
ROR2	chr9	94325373	94711162
RORA	chr15	60780483	61521518
RORB	chr9	77112281	77308093
RORC	chr1	151779433	151804348
ROS1	chr6	117609463	117747018
RP1	chr8	55528627	55543394
RP1-127H14.3	chr12	120137573	120138816
RP1-130H16.18	chr22	30681234	30695471
RP1-139D8.6	chr6	42123279	42131156
RP1-170O19.20	chr7	27203154	27219632
RP1-228P16.5	chr12	48413554	48419165
RP1-241P17.4	chrX	114952650	114953669
RP1-32I10.10	chr22	44761431	44762164
RP1-66C13.4	chr17	26125832	26220391
RP11-1012A1.4	chr14	68126581	68157084
RP11-101E3.5	chr9	131703757	131719300
RP11-1021N1.1	chr16	15489611	15609205
RP11-1026M7.2	chr5	177209198	177221397
RP11-1035H13.3	chr16	18799385	18812841
RP11-1055B8.6	chr17	79369275	79373717
RP11-1055B8.7	chr17	79373540	79433357
RP11-105C20.2	chr16	59771830	59788718
RP11-1070N10.3	chr14	95982473	95984248
RP11-1085N6.3	chr14	57115683	57197224
RP11-108K14.8	chr10	135204338	135233999
RP11-10A14.4	chr8	9009252	9013873
RP11-10J21.3	chr8	142264664	142266916
RP11-1102P16.1	chr8	72315675	72459892
RP11-1105G2.3	chr12	94671534	94673956
RP11-1118M6.1	chr8	7397150	7399972
RP11-111M22.2	chr11	76092369	76119180
RP11-113D6.10	chr11	18230755	18236109
RP11-113D6.6	chr11	18161733	18211042
RP11-114H20.1	chrX	51793956	51797351
RP11-1167A19.2	chr11	65834748	65837090
RP11-116D17.1	chr12	115800817	115802550
RP11-1212A22.4	chr16	18451952	18470696
RP11-1220K2.2	chr7	141811554	141922124
RP11-122A3.2	chr8	91970865	91997485
RP11-126K1.2	chr1	151252500	151254405
RP11-127H5.1	chr8	105602961	105907945
RP11-131H24.4	chr14	94405901	94410475
RP11-1396O13.13	chr4	9385743	9390709
RP11-139J15.7	chr10	18931405	18944123
RP11-1407O15.2	chr17	36351936	36421841
RP11-144F15.1	chr12	106889736	107168696
RP11-147C23.1	chr1	96457545	96488436
RP11-152F13.10	chr15	83208783	83224682
RP11-155D18.14	chr3	51994317	52008032
RP11-156E8.1	chr1	245132652	245134390
RP11-159D12.5	chr17	56066399	56082614
RP11-159G9.5	chr3	88108424	88184648
RP11-15E18.4	chr17	58641908	58663984
RP11-160N1.10	chr9	44867571	44870528
RP11-162A12.2	chr18	74506688	74534251
RP11-162P23.2	chr12	112191694	112229222
RP11-166B2.1	chr16	12024370	12070491
RP11-167N24.6	chr12	95770984	95774672
RP11-169F17.1	chr18	70826059	70931689
RP11-171N4.2	chr4	157555646	157563606
RP11-176H8.1	chr14	31869485	31926613
RP11-178C3.1	chr17	58018269	58050462
RP11-178L8.4	chr16	87336482	87367879
RP11-17M16.1	chr18	74207477	74210045
RP11-180C1.1	chr4	28363901	28404323
RP11-181C3.1	chr12	98879322	98897633
RP11-182J1.16	chr15	84841242	84850986
RP11-187E13.1	chr14	32414059	32419588
RP11-187E13.2	chr14	32476108	32487891
RP11-192H23.4	chr17	26907030	26941203
RP11-195B21.3	chr9	67968793	67987998
RP11-195F19.5	chr9	34664160	34666046
RP11-196G11.1	chr16	31098081	31106237
RP11-1C1.5	chr5	10505108	10509306
RP11-201K10.3	chr1	155141885	155159748
RP11-204N11.1	chr14	98215601	98229168
RP11-20I23.1	chr16	2546033	2570219
RP11-210M15.2	chr15	80672219	80695917
RP11-211G3.3	chr3	187420101	187451637
RP11-215A19.2	chr4	187347700	187476464
RP11-216L13.17	chr9	139685831	139695047
RP11-219B4.5	chr8	86134675	86141245
RP11-219B4.6	chr8	86158524	86162077
RP11-231C14.4	chr16	29496011	29517141
RP11-242G20.1	chr10	71444655	71452208
RP11-247C2.2	chr15	74418256	74421179
RP11-248J23.6	chr10	97709725	97744452
RP11-268J15.5	chr1	36789335	36794822
RP11-272B17.2	chr12	59917059	59917965
RP11-276H1.3	chr16	12180603	12184159
RP11-279O9.4	chr4	186392670	186393417
RP11-286N22.8	chr11	61197528	61249314
RP11-293M10.1	chr14	75705319	75735986
RP11-295D22.1	chr9	122257653	122286403
RP11-295K3.1	chr11	1768897	1780281
RP11-295P9.3	chr10	13652047	13697482
RP11-297M9.1	chr16	9760742	9770700
RP11-297N6.4	chr8	11659207	11660077
RP11-298I3.5	chr14	23415479	23451467
RP11-302B13.5	chr12	49297286	49351148
RP11-315D16.2	chr15	68486139	68522056
RP11-315O6.2	chr11	102337986	102369532
RP11-318A15.7	chr17	74729060	74734604
RP11-321F6.1	chr15	66874528	66978132
RP11-321M21.3	chr18	73118967	73130969
RP11-322E11.6	chr18	33023835	33077904
RP11-322L20.1	chr14	87372122	87389099
RP11-324D17.1	chr16	54279532	54304658
RP11-332O19.5	chr10	105005644	105007773
RP11-342M21.2	chr15	67435072	67439277
RP11-343C2.11	chr16	69333585	69354614
RP11-343C2.12	chr16	69362547	69368774
RP11-343C2.9	chr16	69368994	69390209
RP11-345J4.3	chr16	29476288	29479154
RP11-345J4.5	chr16	29454551	29465668
RP11-347C12.1	chr16	30234258	30257122
RP11-347C12.3	chr16	30215637	30218503
RP11-351M8.1	chr15	81188532	81202118
RP11-352D3.2	chr20	4050799	4055812
RP11-362K2.2	chr12	58937907	59206842
RP11-363G10.2	chrX	51942963	51946358
RP11-366L20.2	chr12	66245120	66275947
RP11-368I7.4	chr16	89749028	89752977
RP11-371E8.4	chr14	93651338	93678473
RP11-379H8.1	chr15	83209620	83231124
RP11-382J12.1	chr8	71520812	71575514
RP11-383H13.1	chr8	72755367	72965282
RP11-385D13.1	chr17	15474805	15554967
RP11-386G21.1	chr8	56047763	56054918
RP11-386G21.2	chr8	56074043	56077011
RP11-389E17.1	chr4	178649911	178911904
RP11-3B7.1	chr3	49297518	49298744
RP11-404L6.2	chr5	67485704	67494235
RP11-404P21.8	chr14	96671181	96730266
RP11-407N17.3	chr14	39703106	39819627
RP11-408E5.4	chr13	19756173	19761496
RP11-410N8.4	chr20	31175281	31196695
RP11-41O4.1	chr18	68002675	68019695
RP11-422N16.3	chr8	110656344	110660313
RP11-426L16.10	chr1	113245270	113253977
RP11-429E11.3	chr20	60292562	60294804
RP11-433C9.2	chr3	184119418	184157436
RP11-451M19.3	chr10	111701029	111713649
RP11-455G16.1	chr4	120113928	120133667
RP11-45H22.3	chr5	54252063	54253674
RP11-463J10.2	chr14	52382863	52385289
RP11-467N20.5	chr15	23405069	23414193
RP11-468E2.6	chr14	24590560	24601038
RP11-477N12.3	chr17	9705703	9725388
RP11-47I22.3	chr14	62037314	62121431
RP11-47I22.4	chr14	61995846	62124682
RP11-480I12.4	chr1	202789394	202796353
RP11-481A20.11	chr8	11870545	11873043
RP11-484M3.5	chr3	118866222	118906654
RP11-487E13.1	chr4	178163693	178169927
RP11-497E19.2	chr14	85994943	85995730
RP11-503N18.3	chr4	2451700	2464668
RP11-508N12.4	chr9	109685630	109686455
RP11-514O12.4	chr6	167271582	167369612
RP11-514P8.7	chr7	102181948	102232891
RP11-520P18.5	chr8	144161874	144164418
RP11-521M14.2	chr8	26943694	26944766
RP11-527L4.2	chr17	42015731	42016327
RP11-529K1.3	chr16	70333117	70400163
RP11-536G4.1	chr12	96196875	96217085
RP11-542P2.1	chr4	141363416	141419507
RP11-552I14.1	chr12	103545620	103562012
RP11-553A10.1	chr3	110607231	110612059
RP11-565P22.6	chr1	162335197	162351905
RP11-571M6.15	chr12	58166836	58180030
RP11-57H12.6	chr1	95583479	95710511
RP11-585F1.10	chr8	142091	150563
RP11-58C22.1	chr16	76587314	76669520
RP11-595B24.2	chr18	19668021	19678741
RP11-597K23.2	chr15	82380974	82388048
RP11-598P20.5	chr8	42873567	42932477
RP11-599B13.6	chr17	8054134	8066293
RP11-603J24.9	chr12	56495115	56503073
RP11-618P17.4	chr19	34887220	34900269
RP11-625H11.1	chr15	62929371	62937490
RP11-62N21.1	chr4	133356957	133368390
RP11-644F5.10	chr12	56109820	56118487
RP11-650K20.3	chr12	104235229	104238442
RP11-65D24.2	chr13	112240638	112324955
RP11-661C8.3	chr5	979480	981415
RP11-664D7.4	chr8	69215703	69243726
RP11-664I21.6	chr11	124761200	124762022
RP11-676J12.7	chr17	812872	814452
RP11-67H2.1	chr8	114612539	114629187
RP11-680G10.1	chr16	85391069	85393055
RP11-683L23.1	chr18	47225	50240
RP11-685N3.1	chr2	90537839	90538397
RP11-6L6.2	chr4	147145709	147150208
RP11-701P16.2	chr4	185734773	185742443
RP11-706O15.1	chrX	3735569	3761898
RP11-712L6.5	chr11	126164193	126174213
RP11-723G8.2	chr18	69446792	69449517
RP11-723O4.6	chr3	128628717	128690173
RP11-724O16.1	chr2	170335990	170382432
RP11-738G5.2	chr8	50448945	50466973
RP11-73M18.2	chr14	104029299	104152261
RP11-758M4.1	chr8	75512101	75670587
RP11-762I7.5	chr12	56151059	56221330
RP11-763F8.1	chr4	92240185	92246457
RP11-766F14.2	chr4	100557686	100575805
RP11-770J1.4	chr11	118303836	118305921
RP11-770J1.5	chr11	118269621	118272610
RP11-77K12.1	chr16	75446582	75498604
RP11-793H13.10	chr12	53900475	54019763
RP11-794P6.2	chr11	111322064	111327330
RP11-796G6.2	chr14	102196774	102198859
RP11-80A15.1	chr14	24970800	24977894
RP11-812E19.9	chr16	33647044	33647696
RP11-817J15.3	chr11	102552041	102554644
RP11-81K2.1	chr17	47448102	47554350
RP11-826N14.2	chr5	175476681	175489024
RP11-830F9.6	chr16	89006197	89017932
RP11-831H9.11	chr11	62417166	62432650
RP11-834C11.12	chr12	54379629	54428672
RP11-849H4.2	chr11	71576555	71630003
RP11-861L17.3	chr18	66567022	66569492
RP11-863K10.7	chr8	37592279	37594944
RP11-865B13.1	chr18	6511415	6590652
RP11-867G23.8	chr11	66115421	66131231
RP11-872D17.8	chr11	57156483	57177586
RP11-89K11.1	chr15	102277302	102285913
RP11-89N17.1	chr7	33765593	33768068
RP11-934B9.3	chr14	24801516	24806588
RP11-93B14.6	chr20	61272071	61274656
RP11-944C7.1	chr14	90095265	90097910
RP11-944L7.5	chr3	44607051	44635665
RP11-94B19.4	chr18	73971121	73972069
RP11-96O20.4	chr15	45879549	45968512
RP11-977G19.10	chr12	56679746	56709828
RP11-998D10.1	chr14	21500977	21502054
RP11-9B6.1	chr4	93218402	93225329
RP13-512J5.1	chr2	3579574	3595547
RP13-672B3.2	chr12	133264635	133291498
RP13-996F3.4	chr15	83011379	83018198
RP13-996F3.5	chr15	82932454	82939157
RP1L1	chr8	10463859	10512612
RP2	chrX	46696375	46741793
RP3-369A17.5	chr6	24797549	24799117
RP3-422G23.4	chr6	138699042	138704212
RP4-539M6.19	chr22	30805252	30824977
RP4-559A3.7	chr1	226074396	226111978
RP4-576H24.4	chr20	1520790	1592209
RP4-583P15.14	chr20	62369623	62371751
RP4-758J18.2	chr1	1334907	1337426
RP5-1052I5.2	chr1	87458692	87634884
RP5-850E9.3	chr20	627270	656444
