geneid	chr	left	right	source
RPS14	chr5	149802946	149809503	protein_coding
RPS15	chr19	1389363	1391492	protein_coding
RPS15A	chr16	18701779	18709157	protein_coding
RPS15AP5	chr10	123463111	123463498	processed_pseudogene
RPS16	chr19	44615692	44618458	protein_coding
RPS17	chr15	80608216	80611920	protein_coding
RPS17P2	chr5	116079834	116080285	protein_coding
RPS17P4	chr22	30765477	30765883	processed_pseudogene
RPS18	chr6	33347830	33352257	protein_coding
RPS18P1	chr20	5461524	5461981	processed_pseudogene
RPS19	chr19	47055828	47067322	protein_coding
RPS19BP1	chr22	38255048	38258806	protein_coding
RPS2	chr16	1952063	1954828	protein_coding
RPS20	chr8	57148169	57149623	protein_coding
RPS20P1	chr21	36018915	36019268	processed_pseudogene
RPS21	chr20	60395500	60396970	protein_coding
RPS23	chr5	81604899	81609995	protein_coding
RPS24	chr10	79463580	79470477	protein_coding
RPS25	chr11	118391635	118394267	protein_coding
RPS26	chr12	54722189	54724271	protein_coding
RPS26P1	chr21	39785340	39785694	processed_pseudogene
RPS26P2	chr9	30821807	30822247	processed_pseudogene
RPS26P3	chr9	9080876	9081312	protein_coding
RPS26P6	chr8	101977140	101977589	protein_coding
RPS26P8	chr17	41041705	41042134	protein_coding
RPS27	chr1	152229862	152231245	protein_coding
RPS27A	chr2	55312543	55316228	protein_coding
RPS27AP2	chr20	17445488	17445952	processed_pseudogene
RPS27AP3	chr20	35111071	35111516	processed_pseudogene
RPS27L	chr15	61232603	61236794	protein_coding
RPS27P1	chr10	93294589	93294835	processed_pseudogene
RPS29	chr14	49113809	49122844	protein_coding
RPS2L1	chr20	43702539	43703423	processed_pseudogene
RPS2P1	chr20	32173937	32174757	processed_pseudogene
RPS2P4	chr14	104373376	104374266	pseudogene
RPS3	chr11	74788210	74794378	protein_coding
RPS3A	chr4	152240204	152245252	protein_coding
RPS3AP1	chr21	20724626	20724945	processed_pseudogene
RPS3AP3	chr20	35083560	35083801	processed_pseudogene
RPS3AP6	chr8	6967789	6968636	processed_pseudogene
RPS3P1	chr20	13932154	13932345	processed_pseudogene
RPS3P2	chr20	36599815	36600515	processed_pseudogene
RPS5	chr19	63590448	63597982	protein_coding
RPS5P2	chr21	34429602	34430241	processed_pseudogene
RPS6	chr9	19366254	19385742	protein_coding
RPS6KA1	chr1	26728836	26774107	protein_coding
RPS6KA2	chr6	166742844	167195648	protein_coding
RPS6KA4	chr11	63883201	63896262	protein_coding
RPS6KA5	chr14	90406925	90596746	protein_coding
RPS6KB1	chr17	55325225	55382564	protein_coding
RPS6KB2	chr11	66952511	66959454	protein_coding
RPS6KC1	chr1	211291211	211513430	protein_coding
RPS6KL1	chr14	74440410	74459699	protein_coding
RPS7	chr2	3600728	3606383	protein_coding
RPS8	chr1	45013832	45017038	protein_coding
RPS9	chr19	59396538	59403323	protein_coding
RPSA	chr3	39423208	39429034	protein_coding
RPSAP2	chr6	28807773	28808660	processed_pseudogene
RPTN	chr1	150392695	150398328	protein_coding
RPUSD1	chr16	774976	778384	protein_coding
RPUSD2	chr15	38648829	38653953	protein_coding
RPUSD3	chr3	9854533	9860700	protein_coding
RPUSD4	chr11	125577534	125586758	protein_coding
RQCD1	chr2	219141842	219167243	protein_coding
RRAD	chr16	65513092	65516931	protein_coding
RRAGA	chr9	19039372	19041019	protein_coding
RRAGC	chr1	39077608	39097927	protein_coding
RRAGD	chr6	90131436	90178490	protein_coding
RRAS	chr19	54830364	54835212	protein_coding
RRAS2	chr11	14256042	14337305	protein_coding
RRBP1	chr20	17542323	17610928	protein_coding
RREB1	chr6	7052829	7197212	protein_coding
RRH	chr4	110968599	110985312	protein_coding
RRM1	chr11	4072500	4116681	protein_coding
RRM2	chr2	10179906	10188996	protein_coding
RRM2B	chr8	103285908	103320522	protein_coding
RRN3	chr16	15061382	15095659	protein_coding
RRP1	chr21	44033822	44049602	protein_coding
RRP12	chr10	99106449	99151087	protein_coding
RRP15	chr1	216525252	216577948	protein_coding
RRP7A	chr22	41238513	41245747	protein_coding
RRP7B	chr22	41281173	41307988	protein_coding
RRP9	chr3	51942486	51950962	protein_coding
RRS1	chr8	67503817	67505520	protein_coding
RSAD1	chr17	45911189	45918335	protein_coding
RSAD2	chr2	6935247	6955814	protein_coding
RSBN1	chr1	114105978	114156593	protein_coding
RSBN1L	chr7	77163679	77247056	protein_coding
RSC1A1	chr1	15858951	15860804	protein_coding
RSF1	chr11	77054923	77209528	protein_coding
RSHL1	chr19	50990809	51010417	protein_coding
RSHL2	chr6	159317300	159341207	protein_coding
RSHL3	chr6	117044343	117060834	protein_coding
RSL1D1	chr16	11835554	11852943	protein_coding
RSPH10B	chr7	5932303	5976840	protein_coding
RSPH10B2	chr7	6760265	6804921	protein_coding
RSPO1	chr1	37849538	37873078	protein_coding
RSPO2	chr8	108980721	109165052	protein_coding
RSPO3	chr6	127481749	127560347	protein_coding
RSPO4	chr20	887098	930904	protein_coding
RSPRY1	chr16	55777742	55830441	protein_coding
RSRC1	chr3	159310586	159745268	protein_coding
RSRC2	chr12	121555226	121577499	protein_coding
RSU1	chr10	16672625	16899465	protein_coding
RTBDN	chr19	12797297	12807230	protein_coding
RTCD1	chr1	100504351	100529915	protein_coding
RTDR1	chr22	21731594	21814241	protein_coding
RTF1	chr15	39496594	39563053	protein_coding
RTKN	chr2	74506497	74522568	protein_coding
RTL1	chr14	100417066	100419306	protein_coding
RTN1	chr14	59132447	59407310	protein_coding
RTN2	chr19	50680390	50692153	protein_coding
RTN3	chr11	63205498	63283913	protein_coding
RTN4	chr2	55052829	55131468	protein_coding
RTN4IP1	chr6	107125596	107184066	protein_coding
RTN4R	chr22	18608938	18635838	protein_coding
RTN4RL1	chr17	1786540	1787865	protein_coding
RTN4RL2	chr11	56984893	57001005	protein_coding
RTP1	chr3	188397968	188401943	protein_coding
RTP2	chr3	188898741	188903039	protein_coding
RTP3	chr3	46514489	46517417	protein_coding
RTP4	chr3	188568862	188572061	protein_coding
RTTN	chr18	65822025	66023942	protein_coding
RUFY1	chr5	178910165	178969633	protein_coding
RUFY2	chr10	69773272	69836952	protein_coding
RUFY4	chr2	218607956	218662805	protein_coding
RUNDC1	chr17	38386108	38399233	protein_coding
RUNDC2A	chr16	11978103	12054642	protein_coding
RUNDC2B	chr16	29210161	29293095	protein_coding
RUNDC2C	chr16	21298814	21310913	protein_coding
RUNDC3A	chr17	39741490	39750763	protein_coding
RUNDC3B	chr7	87095665	87297691	protein_coding
RUNX1	chr21	35081975	35343511	protein_coding
RUNX1T1	chr8	93040328	93176619	protein_coding
RUNX2	chr6	45404032	45626796	protein_coding
RUNX3	chr1	25098589	25164088	protein_coding
RUSC1	chr1	153557311	153567527	protein_coding
RUSC2	chr9	35480124	35551889	protein_coding
RUVBL1	chr3	129282493	129325332	protein_coding
RUVBL2	chr19	54188968	54210994	protein_coding
RWDD1	chr6	116999276	117021125	protein_coding
RWDD2A	chr6	83959817	83962975	protein_coding
RWDD3	chr1	95472299	95485361	protein_coding
RWDD4A	chr4	184797783	184817325	protein_coding
RXFP1	chr4	159662379	159793969	protein_coding
RXFP2	chr13	31211674	31275009	protein_coding
RXFP3	chr5	33972246	33974099	protein_coding
RXFP4	chr1	154178105	154179340	protein_coding
RXRA	chr9	136358137	136472250	protein_coding
RXRB	chr6	33269344	33276410	protein_coding
RXRG	chr1	163636975	163681054	protein_coding
RYBP	chr3	72506438	72578464	protein_coding
RYK	chr3	135358668	135452184	protein_coding
RYR1	chr19	43616180	43770044	protein_coding
RYR2	chr1	235272128	236063911	protein_coding
RYR3	chr15	31390469	31945591	protein_coding
S100A1	chr1	151867173	151871137	protein_coding
S100A10	chr1	150222011	150233338	protein_coding
S100A11	chr1	150271606	150276135	protein_coding
S100A12	chr1	151612805	151614699	protein_coding
S100A13	chr1	151857904	151873192	protein_coding
S100A14	chr1	151853355	151856086	protein_coding
S100A16	chr1	151845990	151852183	protein_coding
S100A2	chr1	151800440	151806990	protein_coding
S100A3	chr1	151786449	151788358	protein_coding
S100A4	chr1	151782721	151789236	protein_coding
S100A5	chr1	151776247	151780865	protein_coding
S100A6	chr1	151773699	151775344	protein_coding
S100A7	chr1	151696847	151699761	protein_coding
S100A7A	chr1	151655624	151662325	protein_coding
S100A7L2	chr1	151676095	151679127	protein_coding
S100A8	chr1	151629133	151630173	protein_coding
S100A9	chr1	151596954	151600126	protein_coding
S100B	chr21	46842968	46849463	protein_coding
S100P	chr4	6746467	6749798	protein_coding
S100PBP	chr1	33055763	33097062	protein_coding
S100Z	chr5	76181582	76252811	protein_coding
S1PR1	chr1	101475043	101479657	protein_coding
S1PR2	chr19	10193109	10202948	protein_coding
S1PR3	chr9	90796182	90809744	protein_coding
S1PR4	chr19	3129766	3131329	protein_coding
S1PR5	chr19	10484622	10489127	protein_coding
SAA1	chr11	18244348	18248102	protein_coding
SAA2	chr11	18223367	18226758	protein_coding
SAA3P	chr11	18090596	18094255	protein_coding
SAA4	chr11	18209479	18214910	protein_coding
SAAL1	chr11	18058469	18084214	protein_coding
SAC3D1	chr11	64564952	64568875	protein_coding
SACM1L	chr3	45705893	45761904	protein_coding
SACS	chr13	22800965	22883652	protein_coding
SAE1	chr19	52326028	52405287	protein_coding
SAFB	chr19	5574164	5619488	protein_coding
SAFB2	chr19	5538011	5573938	protein_coding
SAG	chr2	233881206	233920440	protein_coding
SALL1	chr16	49727387	49742684	protein_coding
SALL2	chr14	21059074	21075177	protein_coding
SALL3	chr18	74841263	74858385	protein_coding
SALL4	chr20	49833988	49852421	protein_coding
SAMD1	chr19	14060229	14062885	protein_coding
SAMD10	chr20	62075910	62081439	protein_coding
SAMD11	chr1	850393	869824	protein_coding
SAMD12	chr8	119270880	119703291	protein_coding
SAMD13	chr1	84536633	84589067	protein_coding
SAMD14	chr17	45543679	45562176	protein_coding
SAMD3	chr6	130538596	130728238	protein_coding
SAMD4A	chr14	54104387	54325595	protein_coding
SAMD4B	chr19	44524948	44567375	protein_coding
SAMD5	chr6	147871756	147932850	protein_coding
SAMD7	chr3	171112054	171139640	protein_coding
SAMD8	chr10	76541313	76606613	protein_coding
SAMD9	chr7	92566768	92585272	protein_coding
SAMD9L	chr7	92597304	92615616	protein_coding
SAMHD1	chr20	34954059	35013590	protein_coding
SAMM50	chr22	42673949	42723744	protein_coding
SAMSN1	chr21	14779420	14877594	protein_coding
SAP130	chr2	128415268	128502164	protein_coding
SAP18	chr13	20612685	20620974	protein_coding
SAP30	chr4	174528668	174535257	protein_coding
SAP30BP	chr17	71174994	71215734	protein_coding
SAP30L	chr5	153805776	153816059	protein_coding
SAPS1	chr19	60432960	60462175	protein_coding
SAPS2	chr22	49128599	49230380	protein_coding
SAPS3	chr11	67984775	68139373	protein_coding
SAR1A	chr10	71579966	71600285	protein_coding
SAR1B	chr5	133970019	133996426	protein_coding
SAR1P1	chr6	29152329	29152924	processed_pseudogene
SARDH	chr9	135518507	135594863	protein_coding
SARM1	chr17	23723114	23752173	protein_coding
SARS	chr1	109558063	109582308	protein_coding
SARS2	chr19	44097751	44113376	protein_coding
SART1	chr11	65485736	65504183	protein_coding
SART3	chr12	107440122	107479295	protein_coding
SASH1	chr6	148705422	148914877	protein_coding
SASS6	chr1	100321692	100371099	protein_coding
SAT2	chr17	7470277	7471912	protein_coding
SATB1	chr3	18364439	18441828	protein_coding
SATB2	chr2	199842476	200038076	protein_coding
SAV1	chr14	50170110	50204773	protein_coding
SBDS	chr7	66090125	66098023	protein_coding
SBF1	chr22	49232050	49260319	protein_coding
SBF2	chr11	9756790	10272296	protein_coding
SBK1	chr16	28211341	28242661	protein_coding
SBNO1	chr12	122346408	122400941	protein_coding
SBNO2	chr19	1058658	1125259	protein_coding
SBSN	chr19	40706109	40711093	protein_coding
SC4MOL	chr4	166468306	166483757	protein_coding
SC5DL	chr11	120668598	120689329	protein_coding
SCAF1	chr19	54837194	54853710	protein_coding
SCAMP1	chr5	77692163	77809524	protein_coding
SCAMP2	chr15	72924250	72952759	protein_coding
SCAMP3	chr1	153492397	153498819	protein_coding
SCAMP4	chr19	1856373	1877012	protein_coding
SCAMP5	chr15	73074954	73100889	protein_coding
SCAND1	chr20	34004965	34010808	protein_coding
SCAND2	chr15	82975695	82985249	protein_coding
SCAP	chr3	47430188	47492449	protein_coding
SCAPER	chr15	74427593	74963247	protein_coding
SCARA3	chr8	27547304	27590211	protein_coding
SCARA5	chr8	27783672	27906117	protein_coding
SCARB1	chr12	123828139	123914346	protein_coding
SCARB2	chr4	77298918	77354059	protein_coding
SCARF1	chr17	1483903	1495791	protein_coding
SCARF2	chr22	19108875	19122146	protein_coding
SCARNA1	chr1	28033499	28033664	misc_RNA
SCARNA11	chr12	6560901	6561036	misc_RNA
SCARNA13	chr14	95069445	95069719	misc_RNA
SCARNA14	chr15	64426599	64426734	misc_RNA
SCARNA15	chr20	81221751	81221877	misc_RNA
SCARNA16	chr2	72596984	72597170	misc_RNA
SCARNA17	chr18	45594501	45594644	misc_RNA
SCARNA18	chr18	26205294	26205377	misc_RNA
SCARNA20	chr15	63015743	63015884	misc_RNA
SCARNA21	chr2	15741247	15741386	misc_RNA
SCARNA23	chr4	1946161	1946285	misc_RNA
SCARNA3	chr1	174204157	174204299	misc_RNA
SCARNA4	chr2	154162373	154162501	misc_RNA
SCARNA6	chr2	233849112	233849387	misc_RNA
SCARNA8	chr9	19053654	19053784	misc_RNA
SCCPDH	chr1	244954001	244998060	protein_coding
SCD	chr10	102096762	102114577	protein_coding
SCD5	chr4	83769714	83939034	protein_coding
SCEL	chr13	77007860	77116642	protein_coding
SCFD1	chr14	30161272	30279396	protein_coding
SCFD2	chr4	53433910	53926865	protein_coding
SCG2	chr2	224169906	224175369	protein_coding
SCG3	chr15	49760842	49800514	protein_coding
SCG5	chr15	30721203	30776584	protein_coding
SCGB1A1	chr11	61943099	61947242	protein_coding
SCGB1C1	chr11	183080	184573	protein_coding
SCGB1D1	chr11	61714264	61717585	protein_coding
SCGB1D2	chr11	61766300	61768855	protein_coding
SCGB1D4	chr11	61820330	61823112	protein_coding
SCGB2A1	chr11	61732716	61737984	protein_coding
SCGB2A2	chr11	61794206	61797204	protein_coding
SCGB3A1	chr5	179949712	179951146	protein_coding
SCGB3A2	chr5	147238467	147241946	protein_coding
SCGN	chr6	25760408	25809981	protein_coding
SCHIP1	chr3	160474304	161097816	protein_coding
SCIN	chr7	12576870	12659250	protein_coding
SCLT1	chr4	130024602	130234214	protein_coding
SCLY	chr2	238634371	238672792	protein_coding
SCMH1	chr1	41265461	41480375	protein_coding
SCML4	chr6	108130060	108252214	protein_coding
SCN10A	chr3	38713841	38810505	protein_coding
SCN11A	chr3	38862264	38967056	protein_coding
SCN1A	chr2	166553916	166638395	protein_coding
SCN1B	chr19	40213374	40223192	protein_coding
SCN2A2	chr2	165804158	165957064	protein_coding
SCN2B	chr11	117538729	117552546	protein_coding
SCN3A	chr2	165652278	165768823	protein_coding
SCN3B	chr11	123005107	123030525	protein_coding
SCN4A	chr17	59369646	59404010	protein_coding
SCN4B	chr11	117509302	117528747	protein_coding
SCN5A	chr3	38564557	38666167	protein_coding
SCN7A	chr2	166968329	167051724	protein_coding
SCN8A	chr12	50364210	50488564	protein_coding
SCN9A	chr2	166759941	166940749	protein_coding
SCNM1	chr1	149405141	149408238	protein_coding
SCNN1A	chr12	6326276	6354976	protein_coding
SCNN1B	chr16	23221092	23300121	protein_coding
SCNN1D	chr1	1204310	1217262	protein_coding
SCNN1G	chr16	23101541	23135701	protein_coding
SCO1	chr17	10524380	10541570	protein_coding
SCO2	chr22	49308865	49310900	protein_coding
SCOC	chr4	141397890	141523154	protein_coding
SCOTIN	chr3	48484201	48516665	protein_coding
SCP2	chr1	53165536	53289870	protein_coding
SCPEP1	chr17	52410467	52439126	protein_coding
SCRIB	chr8	144945078	144969537	protein_coding
SCRN1	chr7	29926273	29995902	protein_coding
SCRN2	chr17	43270057	43273641	protein_coding
SCRN3	chr2	174968713	175001974	protein_coding
SCRT1	chr8	145525262	145530751	protein_coding
SCRT2	chr20	590241	604823	protein_coding
SCT	chr11	616313	617173	protein_coding
SCTR	chr2	119913891	119998537	protein_coding
SCUBE1	chr22	41929174	42069299	protein_coding
SCUBE2	chr11	8998511	9069731	protein_coding
SCUBE3	chr6	35290168	35326587	protein_coding
SCXA	chr8	145461411	145462939	protein_coding
SCXB	chr8	145393505	145395033	protein_coding
SCYE1	chr4	107456302	107489097	protein_coding
SCYE1P	chr20	14056046	14056982	processed_pseudogene
SCYL1	chr11	65049124	65062758	protein_coding
SCYL1BP1	chr1	168767894	168789208	protein_coding
SCYL2	chr12	99185680	99258043	protein_coding
SCYL3	chr1	168088855	168129670	protein_coding
SDAD1	chr4	77090097	77131137	protein_coding
SDC1	chr2	20264041	20288675	protein_coding
SDC2	chr8	97575058	97693213	protein_coding
SDC3	chr1	31118569	31154067	protein_coding
SDC4	chr20	43387345	43410478	protein_coding
SDCBP	chr8	59628282	59657972	protein_coding
SDCBP2	chr20	1238627	1257838	protein_coding
SDCCAG1	chr14	49320282	49389289	protein_coding
SDCCAG10	chr5	64100511	64350346	protein_coding
SDCCAG3	chr9	138416196	138424875	protein_coding
SDCCAG8	chr1	241485943	241730011	protein_coding
SDF2	chr17	23999734	24013060	protein_coding
SDF2L1	chr22	20326542	20328588	protein_coding
SDF4	chr1	1142177	1157274	protein_coding
SDHA	chr5	271439	309794	protein_coding
SDHALP2	chr3	196874647	196895854	protein_coding
SDHB	chr1	17217817	17253252	protein_coding
SDHC	chr1	159550790	159601154	protein_coding
SDHD	chr11	111462832	111471727	protein_coding
SDK1	chr7	3307745	4275158	protein_coding
SDK2	chr17	68842119	69015332	protein_coding
SDPR	chr2	192407295	192420226	protein_coding
SDS	chr12	112314640	112326075	protein_coding
SDSL	chr12	112344599	112360463	protein_coding
SEBOX	chr17	23715417	23716392	protein_coding
SEC11B	chr15	83013781	83060678	protein_coding
SEC11L3	chr18	54958105	54977041	protein_coding
SEC13L1	chr3	10317619	10337855	protein_coding
SEC14L1	chr17	72648647	72724770	protein_coding
SEC14L2	chr22	29122933	29149828	protein_coding
SEC14L3	chr22	29173946	29198004	protein_coding
SEC14L4	chr22	29214900	29231682	protein_coding
SEC14L5	chr16	4948319	5009157	protein_coding
SEC16A	chr9	138454370	138491962	protein_coding
SEC16B	chr1	176164546	176258302	protein_coding
SEC22A	chr3	124403465	124474043	protein_coding
SEC22B	chr1	143807904	143827246	unprocessed_pseudogene
SEC22C	chr3	42564479	42598432	protein_coding
SEC23A	chr14	38570874	38642188	protein_coding
SEC23B	chr20	18436188	18490048	protein_coding
SEC23IP	chr10	121642213	121691235	protein_coding
SEC24A	chr5	134012378	134091500	protein_coding
SEC24B	chr4	110574320	110681058	protein_coding
SEC24C	chr10	75174138	75201923	protein_coding
SEC24D	chr4	119863427	119976702	protein_coding
SEC31A	chr4	83959188	84040715	protein_coding
SEC31B	chr10	102236393	102269585	protein_coding
SEC61A1	chr3	129253902	129273215	protein_coding
SEC61A2	chr10	12211699	12251962	protein_coding
SEC61B	chr9	101024380	101032715	protein_coding
SEC61G	chr7	54787438	54794439	protein_coding
SEC62	chr3	171167274	171198855	protein_coding
SEC63	chr6	108298215	108386086	protein_coding
SECISBP2	chr9	91123232	91164381	protein_coding
SECTM1	chr17	77872189	77885210	protein_coding
SEH1L	chr18	12937983	12977533	protein_coding
SEL1L	chr14	81007646	81069886	protein_coding
SEL1L2	chr20	13778052	13919262	protein_coding
SELE	chr1	167958406	167969831	protein_coding
SELENBP1	chr1	149603405	149611805	protein_coding
SELL	chr1	167926434	167947461	protein_coding
SELM	chr22	29830758	29846055	protein_coding
SELP	chr1	167824714	167866004	protein_coding
SELPLG	chr12	107540187	107551695	protein_coding
SEMA3A	chr7	83425601	83662153	protein_coding
SEMA3B	chr3	50280044	50289574	protein_coding
SEMA3C	chr7	80209791	80386603	protein_coding
SEMA3D	chr7	84462812	84589183	protein_coding
SEMA3E	chr7	82831158	83116262	protein_coding
SEMA3F	chr3	50167528	50201509	protein_coding
SEMA3G	chr3	52442308	52454083	protein_coding
SEMA4A	chr1	154386434	154414159	protein_coding
SEMA4B	chr15	88529156	88573583	protein_coding
SEMA4C	chr2	96889201	96899462	protein_coding
SEMA4D	chr9	91181972	91260688	protein_coding
SEMA4F	chr2	74734901	74762693	protein_coding
SEMA4G	chr10	102722276	102735362	protein_coding
SEMA5A	chr5	9088139	9599233	protein_coding
SEMA5B	chr3	124110733	124229266	protein_coding
SEMA6A	chr5	115807150	115938450	protein_coding
SEMA6B	chr19	4493600	4509507	protein_coding
SEMA6C	chr1	149370791	149385728	protein_coding
SEMA6D	chr15	45797978	45853709	protein_coding
SEMA7A	chr15	72489376	72513329	protein_coding
SEMG1	chr20	43269088	43271822	protein_coding
SEMG2	chr20	43283424	43286513	protein_coding
SENP1	chr12	46722948	46785886	protein_coding
SENP2	chr3	186786725	186831577	protein_coding
SENP3	chr17	7406043	7416009	protein_coding
SENP5	chr3	198079124	198145977	protein_coding
SENP6	chr6	76368342	76484717	protein_coding
SENP7	chr3	102525807	102714747	protein_coding
SENP8	chr15	70197808	70220357	protein_coding
SEPHS1	chr10	13400089	13430286	protein_coding
SEPHS2	chr16	30362453	30364687	protein_coding
SEPN1	chr1	25999254	26017300	protein_coding
SEPP1	chr5	42836579	42844212	protein_coding
SEPSECS	chr4	24730734	24771162	protein_coding
SEPT1	chr16	30296958	30301672	protein_coding
SEPT10	chr2	109657669	109729072	protein_coding
SEPT11	chr4	78089919	78178791	protein_coding
SEPT12	chr16	4767616	4778523	protein_coding
SEPT14	chr7	55828731	55897976	protein_coding
SEPT2	chr2	241903396	241942115	protein_coding
SEPT3	chr22	40702877	40724171	protein_coding
SEPT4	chr17	53952615	53964410	protein_coding
SEPT5	chr22	18081987	18092297	protein_coding
SEPT7	chr7	35807345	35911440	protein_coding
SEPT8	chr5	132115607	132140966	protein_coding
SEPT9	chr17	72827197	73008273	protein_coding
SEPW1	chr19	52973654	52979753	protein_coding
SEPX1	chr16	1928212	1933328	protein_coding
SERAC1	chr6	158450537	158509290	protein_coding
SERBP1	chr1	67646081	67668711	protein_coding
SERF1A	chr5	70232270	70250113	protein_coding
SERF1B	chr5	69356852	69374696	protein_coding
SERF2	chr15	41856590	41874085	protein_coding
SERGEF	chr11	17766175	17991285	protein_coding
SERHL	chr22	41226540	41238510	protein_coding
SERHL2	chr22	41279869	41300332	protein_coding
SERINC1	chr6	122806198	122948968	protein_coding
SERINC2	chr1	31654999	31680111	protein_coding
SERINC3	chr20	42558279	42584140	protein_coding
SERINC4	chr15	41873770	41888067	protein_coding
SERINC5	chr5	79466607	79534810	protein_coding
SERP1	chr3	151742471	151747118	protein_coding
SERP2	chr13	43845978	43869849	protein_coding
SERPINA1	chr14	93914451	93926782	protein_coding
SERPINA10	chr14	93819407	93829361	protein_coding
SERPINA11	chr14	93978554	93988875	protein_coding
SERPINA12	chr14	94023374	94053934	protein_coding
SERPINA13	chr14	94176815	94183084	protein_coding
SERPINA2	chr14	93900404	93902788	protein_coding
SERPINA3	chr14	94148387	94160150	protein_coding
SERPINA4	chr14	94097536	94105994	protein_coding
SERPINA5	chr14	94117564	94129200	protein_coding
SERPINA6	chr14	93840339	93859441	protein_coding
SERPINA9	chr14	93998813	94012423	protein_coding
SERPINB1	chr6	2778735	2787095	protein_coding
SERPINB10	chr18	59726205	59754325	protein_coding
SERPINB11	chr18	59521063	59542107	protein_coding
SERPINB12	chr18	59374373	59385224	protein_coding
SERPINB13	chr18	59405580	59417410	protein_coding
SERPINB2	chr18	59689906	59715357	protein_coding
SERPINB3	chr18	59473412	59480119	protein_coding
SERPINB4	chr18	59455474	59462482	protein_coding
SERPINB5	chr18	59295199	59323297	protein_coding
SERPINB6	chr6	2893393	2917089	protein_coding
SERPINB7	chr18	59571257	59623583	protein_coding
SERPINB8	chr18	59788243	59807585	protein_coding
SERPINB9	chr6	2832507	2848506	protein_coding
SERPINC1	chr1	172139562	172153096	protein_coding
SERPIND1	chr22	19458383	19472008	protein_coding
SERPINE1	chr7	100557172	100569026	protein_coding
SERPINE2	chr2	224548073	224612249	protein_coding
SERPINE3	chr13	50813217	50834240	protein_coding
SERPINF1	chr17	1612009	1627618	protein_coding
SERPINF2	chr17	1592880	1605309	protein_coding
SERPING1	chr11	57121603	57138902	protein_coding
SERPINH1	chr11	74950818	74961492	protein_coding
SERPINI1	chr3	168936217	169026048	protein_coding
SERPINI2	chr3	168642417	168674515	protein_coding
SERTAD1	chr19	45620251	45623721	protein_coding
SERTAD2	chr2	64712260	64734550	protein_coding
SERTAD3	chr19	45638591	45642122	protein_coding
SERTAD4	chr1	208472818	208483059	protein_coding
SESN1	chr6	109414340	109521970	protein_coding
SESN2	chr1	28458593	28481586	protein_coding
SESN3	chr11	94545781	94603894	protein_coding
SESTD1	chr2	179681776	179837491	protein_coding
SET	chr9	130485996	130497242	protein_coding
SETBP1	chr18	40514861	40898771	protein_coding
SETD1A	chr16	30876116	30903482	protein_coding
SETD1B	chr12	120741760	120754944	protein_coding
SETD2	chr3	47033183	47180461	protein_coding
SETD3	chr14	98933855	99016991	protein_coding
SETD4	chr21	36337854	36373557	protein_coding
SETD5	chr3	9414403	9494838	protein_coding
SETD6	chr16	57106887	57111932	protein_coding
SETD7	chr4	140646642	140697027	protein_coding
SETD8	chr12	122434273	122459858	protein_coding
SETDB1	chr1	149165512	149203837	protein_coding
SETDB2	chr13	48916511	48964298	protein_coding
SETMAR	chr3	4319999	4333949	protein_coding
SETX	chr9	134126648	134220193	protein_coding
SEZ6	chr17	24306075	24357207	protein_coding
SEZ6L	chr22	24895480	25108010	protein_coding
SEZ6L2	chr16	29790332	29818074	protein_coding
SF1	chr11	64288654	64302817	protein_coding
SF3A1	chr22	29057979	29082913	protein_coding
SF3A2	chr19	2187816	2199677	protein_coding
SF3A3	chr1	38195241	38228348	protein_coding
SF3A3P1	chr20	3418176	3419652	processed_pseudogene
SF3B1	chr2	197964945	198008016	protein_coding
SF3B2	chr11	65576392	65592958	protein_coding
SF3B3	chr16	69115202	69163701	protein_coding
SF3B4	chr1	148161835	148166326	protein_coding
SF3B5	chr6	144457711	144458403	protein_coding
SF4	chr19	19248323	19292307	protein_coding
SFI1	chr22	30222261	30344533	protein_coding
SFMBT1	chr3	52913668	53055110	protein_coding
SFMBT2	chr10	7244255	7493456	protein_coding
SFN	chr1	27062240	27063534	protein_coding
SFPQ	chr1	35421790	35431322	protein_coding
SFRP1	chr8	41238640	41286149	protein_coding
SFRP2	chr4	154921194	154929678	protein_coding
SFRP4	chr7	37912247	37922903	protein_coding
SFRP5	chr10	99516369	99521727	protein_coding
SFRS1	chr17	53433283	53439706	protein_coding
SFRS10	chr3	187110586	187138485	protein_coding
SFRS11	chr1	70443995	70502757	protein_coding
SFRS12	chr5	65475841	65512468	protein_coding
SFRS12IP1	chr5	64049736	64100252	protein_coding
SFRS14	chr19	18962703	19005368	protein_coding
SFRS15	chr21	31965217	32026259	protein_coding
SFRS16	chr19	50234138	50266054	protein_coding
SFRS18	chr6	99955137	99979881	protein_coding
SFRS2	chr17	72234916	72244837	protein_coding
SFRS2IP	chr12	44599181	44670668	protein_coding
SFRS3	chr6	36670144	36679187	protein_coding
SFRS4	chr1	29346952	29380948	protein_coding
SFRS5	chr14	69303582	69308475	protein_coding
SFRS6	chr20	41519932	41525655	protein_coding
SFRS7	chr2	38824247	38832005	protein_coding
SFRS8	chr12	130761588	130850235	protein_coding
SFRS9	chr12	119383855	119391941	protein_coding
SFT2D1	chr6	166653214	166676018	protein_coding
SFT2D2	chr1	166461870	166479002	protein_coding
SFT2D3	chr2	128175067	128177855	protein_coding
SFTPA1	chr10	81040713	81045203	protein_coding
